question,answer,prediction,precision,recall,f1,hash
"北斗女士,她是男孩还是女孩？",北斗是女性,北斗是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
魈是男性还是女性？,魈是男性,魈，男性,0.8916430473327637,0.8916430473327637,0.8916430473327637,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯什么性格?,熟悉璃月法律，追求自由,"烟绯,熟悉璃月法律，追求自由",0.8982025384902954,0.9691189527511597,0.9323140978813171,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜是什么性格?,"莫娜,朴素的生活，热爱占星术","莫娜,朴素的生活，热爱占星术",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凝光是什么职务?,凝光是富商、大姐姐,凝光是富商、领头人,0.8658496141433716,0.8593641519546509,0.862594723701477,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问白术先生使用哪种元素?",草元素,白术是草元素魔法师,0.6156846284866333,0.7774024605751038,0.6871569156646729,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问安柏的性格特征是什么？,"安柏,热情如火的少女","安柏,热情如火的少女",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问温迪先生来自哪里?",温迪来自蒙德,"温迪来自蒙德
温迪来自蒙德
温迪来自蒙德",0.8201823234558105,0.8779172301292419,0.8480682373046875,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
香菱的元素是什么?,火元素,"香菱,火元素",0.7491071820259094,0.9122059345245361,0.8226504921913147,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问托马的性格特征是什么？,"托马,忙碌，善于处理各种事情，秘密保护家主大人的利益。","托马,忙碌，善于处理各种事情，秘密保护家主大人的利益。",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱女士是做什么工作的?,柯莱是化城郭见习巡林员,柯莱是须弥最强大的魔术师,0.6332788467407227,0.6513116359710693,0.6421686410903931,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
安柏女士会用哪种元素?,火元素,"安柏,火元素",0.7345969676971436,0.929413914680481,0.8206011652946472,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
九条裟罗是什么性格?,"九条裟罗,雷厉风行，以身作则","九条裟罗,雷厉风行，以身作则",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莱依拉的性格特征是什么?,"莱依拉,梦想幻想，奇特的研究方向","莱依拉,梦想幻想，奇特的研究方向",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
胡桃女士是什么身份?,胡桃是往生堂第七十七代堂主,胡桃是往生堂第七十七天的第七百五十七鬼，船员,0.7530070543289185,0.8120822906494141,0.7814297676086426,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问胡桃的身份是什么？,胡桃是往生堂第七十七代堂主,胡桃是往生堂第七十七番社，大往生堂,0.8269950151443481,0.849707841873169,0.8381975889205933,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚先生掌握哪种元素力?,冰元素,"凯亚,冰元素",0.7494155168533325,0.926965594291687,0.828788161277771,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"可莉女士,她是什么性别？",可莉是女性,可莉是女性,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝会用哪种元素?,风元素,坎蒂丝用冰元素,0.638199508190155,0.7672080993652344,0.696782648563385,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗从哪里来的?,荒泷一斗来自稻妻,荒泷一斗来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
九条裟罗的职业是什么?,九条裟罗是负责治安事务的天领奉行大将,九条裟罗是负责治安事务的天领奉行大将,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
莫娜什么性别,莫娜是女性,"莫娜是女性
莫娜是女性",0.8601415157318115,0.8900532722473145,0.8748418092727661,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问芙宁娜的身份是什么？,芙宁娜是欧庇克莱歌剧院的大明星，水神,芙宁娜是欧庇克莱歌剧院的大明星，水神,0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷电将军来自哪个国家?,雷电将军来自稻妻,雷电将军来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问妮露的性格特点是什么?","妮露,婀娜、感性、美丽","妮露,婀娜、感性、美丽",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚女士是什么性格的人?,"罗莎莉亚,独来独往，单独行动","罗莎莉亚,独来独往，单独行动",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏沃蕾女士是什么身份?,夏沃蕾是身背铳枪的特巡队队长,夏沃蕾是军方官员，专业士兵的领袖,0.7118224501609802,0.7149494886398315,0.7133825421333313,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶什么性格?,温柔、体贴、好学、聪颖,"瑶瑶,熟悉璃月法律，保护璃月家人",0.5170606970787048,0.5535293817520142,0.5346739292144775,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
八重神子女士是属于哪个国家的?,八重神子来自稻妻,八重神子来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗的性格是什么?,"荒泷一斗,喜欢斗殴，清闲过头，有点懒惰","荒泷一斗,喜欢斗殴，清闲过头，有点懒惰",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅女士是做什么工作的?,迪希雅是镀金旅团的佣兵，狮子之狮,迪希雅是镀金旅团的佣兵，狮子之狮,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗的性格特征是什么?,"北斗,有强大的领袖力，船队水手信任他","北斗,有强大的领袖力，船队水手信任他",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲女士的工作是什么?,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"妮露女士,她是男孩还是女孩？",妮露是女性,"妮露是女性
妮露是女性",0.8366137742996216,0.8599392771720886,0.8481162190437317,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪奥娜用的是什么元素?,冰元素,"迪奥娜,冰元素",0.7217718362808228,0.9164475798606873,0.8075427412986755,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问夜兰的身份是什么？,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚使用什么元素力?,凯亚使用冰元素,"凯亚使用冰元素
凯亚,冰元素魔法师",0.7783732414245605,0.8815756440162659,0.826766312122345,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
八重神子是什么性格的人?,"八重神子,兼具智慧与美貌的大姐姐","八重神子,兼具智慧与美貌的大姐姐",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问魈先生是做什么工作的?",魈是璃月仙人,魈是璃月仙人,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问珊瑚宫心海的性格特征是什么？,"珊瑚宫心海,深谋远虑、运筹帷幄","珊瑚宫心海,深谋远虑、运筹帷幄",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷泽的职责是什么?,雷泽是狼少年,雷泽是须弥的巡护官,0.6850795149803162,0.7557268142700195,0.7186711430549622,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
罗莎莉亚是男人还是女人？,罗莎莉亚是女性,罗莎莉亚，女性,0.932026207447052,0.932026207447052,0.932026207447052,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森是男性还是女性？,艾尔海森是男性,艾尔海森是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
林尼是什么性格?,潇洒浪漫，才华横溢，追求新奇感,"林尼,潇洒浪漫，才华横溢，追求新奇感",0.9114016890525818,0.9748241901397705,0.9420466423034668,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特是什么职务?,那维莱特是最高审判官,那维莱特是最高审判官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
纳西妲女士是什么身份?,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,纳西妲是草之神，曾经被教令院囚禁在净善宫的笼中鸟。,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问鹿野院平藏的性格特征是什么？,"鹿野院平藏,对断案和刑侦有兴趣","鹿野院平藏,对断案和刑侦有兴趣",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
艾尔海森是什么性格?,"艾尔海森,喜欢保持低调，自由自在地做自己想做的事情。","艾尔海森,乐衷于做实验",0.8070212602615356,0.6464921236038208,0.717892050743103,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
荒泷一斗是男孩还是女孩？,荒泷一斗是男性,荒泷一斗是男性,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
托马先生掌握哪种元素力?,火元素,"托马,火元素",0.7185669541358948,0.9294419288635254,0.810512900352478,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,达达利亚先生使用哪种元素?",水元素,达达利亚，水元素,0.642508864402771,0.8964114189147949,0.7485147714614868,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
丽莎女士是什么性格?,"丽莎,喜欢挑逗人的魔法师大姐姐","丽莎,喜欢挑逗人的魔法师大姐姐",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问安柏女士的性格特点是什么?","安柏,热情如火的少女","安柏,热情如火的少女",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良使用什么元素力?,绮良良使用草元素,绮良良使用雷元素,0.9174928665161133,0.9174928665161133,0.9174928665161133,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问莫娜的性格特点是什么?","莫娜,朴素的生活，热爱占星术","莫娜,朴素的生活，热爱占星术",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅是男孩还是女孩？,迪希雅是女性,迪希雅，女性,0.9210439920425415,0.9210439920425415,0.9210439920425415,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏洛蒂的元素是什么?,冰元素,好，夏洛蒂元素是冰元素,0.6909629702568054,0.8658682107925415,0.7685905694961548,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
优菈女士是属于哪个国家的?,优菈来自蒙德,优菈来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问八重神子的性格特点是什么?","八重神子,兼具智慧与美貌的大姐姐","八重神子,兼具智慧与美貌的大姐姐",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
米卡会用哪种元素?,冰元素,冰元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问北斗女士有什么性格特点呢?","北斗,有强大的领袖力，船队水手信任他","北斗,有强大的领袖力，船队水手信任他",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
绮良良的性格特征是什么?,"绮良良,活泼可爱的猫耳少女","绮良良,活泼可爱的猫耳少女",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯女士从哪里来的?,烟绯来自璃月,烟绯来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问提纳里的性格特征是什么？,"提纳里,热心的护林员","提纳里,热心的护林员",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多先生的职业是什么?,阿贝多是炼金术士,阿贝多是炼金术士,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问砂糖的性格特征是什么？,"砂糖,乐衷于做实验","砂糖,乐衷于做实验",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芭芭拉女士的职业是什么?,芭芭拉是西风教会的祈礼牧师，蒙德城的偶像,芭芭拉是西风教会的祈礼牧师，蒙德城的偶像,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
阿贝多先生来自什么国家?,阿贝多来自蒙德,蒙德,0.8466780185699463,0.6036216616630554,0.7047828435897827,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特是什么性格的人?,"那维莱特,绝对公正，孤独","那维莱特,绝对公正，孤独",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问九条裟罗女士有什么性格特点呢?","九条裟罗,雷厉风行，以身作则","九条裟罗,雷厉风行，以身作则",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问宵宫女士有什么性格特点呢?","宵宫,热情、温暖、坚强、英勇、善良",好，宵宫女性，碍于面子，对慕「「」有特殊依赖,0.5714950561523438,0.5806671380996704,0.5760446190834045,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚女士的元素是什么?,风元素,早柚元素风,0.6916560530662537,0.8026678562164307,0.7430384159088135,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"云堇女士,她是男孩还是女孩？",云堇是女性,云堇是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问可莉的国籍是什么？,可莉来自蒙德,可莉来自蒙德,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
瑶瑶用的是什么元素?,草元素,元素草元素,0.85562664270401,0.900301456451416,0.877395749092102,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
早柚的性格特征是什么?,"早柚,偷懒，懒得做工作","早柚,偷懒，懒得做工作",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
辛焱会用哪种元素?,火元素,辛焱，火元素,0.7576444149017334,0.9094856977462769,0.8266502618789673,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夏沃蕾什么性格?,严守律法的警备人员,"夏沃蕾,冬夏官掌城官、掌管严苛

夏沃蕾,严苛的官员",0.6003316640853882,0.6633596420288086,0.6302738785743713,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
那维莱特的工作是什么?,那维莱特是最高审判官,那维莱特是最高审判官,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"雷泽先生,是什么性别呢?",雷泽是男性,雷泽是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
雷泽是什么性格的人?,"雷泽,与狼为伴，神秘的存在","雷泽,神秘感人的巫帝",0.7772860527038574,0.7413221001625061,0.758878231048584,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
行秋是男性还是女性？,行秋是男性,"行秋是男性
行秋是男性",0.8192322850227356,0.8466295003890991,0.832705557346344,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
夜兰是什么职务?,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,夜兰是隶属总务司，神秘人物，常常出现在各种事件中，但身份与目的不明,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
宵宫使用的元素是什么?,火元素,宵宫使用火元素,0.7255123853683472,0.885077714920044,0.7973907589912415,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特来自哪个国家?,班尼特来自蒙德,班尼特来自蒙德,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
白术的性格特点是啥?,救死扶伤,好，用户问白术的性格特点。我得先回忆一下白术的背景和特点。白术是救死扶伤的好医生，深受患者和民众的尊敬。,0.48418864607810974,0.858784019947052,0.6192433834075928,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问宵宫的元素力是什么？,火元素,好，宵宫用火元素,0.6664913892745972,0.8714232444763184,0.7553033828735352,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
辛焱女士的工作是什么?,辛焱是摇滚艺术者,辛焱是摇滚艺术者,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问荒泷一斗的性格特征是什么？,"荒泷一斗,喜欢斗殴，清闲过头，有点懒惰","荒泷一斗,喜欢斗殴，清闲过头，有点懒惰",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
卡维使用什么元素力?,卡维使用草元素,卡维使用草元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问艾尔海森先生来自哪里?",艾尔海森来自须弥,艾尔海森来自须弥,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
芙宁娜有什么性格特征?,有表演天赋，青春,"芙宁娜,舞蹈艺术家，深受舞蹈艺术彼得堡舞蹈团团长西蒙诺夫",0.5609724521636963,0.6132817268371582,0.5859619975090027,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
安柏女士的身份是什么?,安柏是西风骑士团侦察骑士,安柏是西风骑士团侦察骑士,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
七七是什么性格?,"七七,记忆力差，外表冰冷，需要遵循敕令。","七七,对璃月的士兵们保持秩序，即使璃月士兵们有些无理",0.6020492315292358,0.6471433043479919,0.6237823963165283,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
北斗女士来自什么国家?,北斗来自璃月,北斗来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
娜维娅的性格特点是啥?,为民众排忧解难,"娜维娅,守护者之娜维娅",0.5108565092086792,0.5104292035102844,0.5106427073478699,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲谢尔用的是什么元素?,雷元素,菲谢尔用雷元素,0.6961556673049927,0.9239290356636047,0.7940306067466736,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"五郎先生,他是男孩还是女孩？",五郎是男性,五郎是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
重云是什么职务?,重云是驱邪家、游走方士,重云是璃月奉行「岩罪」的同人，小说家,0.6215964555740356,0.6881753206253052,0.6531937122344971,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问云堇的性格特点是什么?","云堇,痴迷戏腔","云堇,痴迷戏腔",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,迪奥娜女士使用哪种元素?",冰元素,迪奥娜使用冰元素,0.693011999130249,0.876614511013031,0.7740750312805176,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
凯亚先生是什么性格?,"凯亚,行动派，深得琴信任，善于处理事件","凯亚,害怕的事物开玩笑，开玩笑的事，害怕的事",0.5925320386886597,0.6022684574127197,0.5973605513572693,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫人先生会用哪种元素?,水元素,神里绫人，水元素,0.6346198916435242,0.8415113687515259,0.7235669493675232,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
请问香菱的性格特征是什么？,"香菱,热情、热爱美食、热心、热情地服务客人","香菱,热情、热爱美食、热心、热情地服务客人",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
神里绫华会用哪种元素?,冰元素,"神里绫华,冰元素",0.6678543090820312,0.8680598735809326,0.7549088001251221,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
魈是什么性格?,"魈,守护他人，有责任担当","魈,守护他人，有责任担当",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
托马有什么性格特征?,忙碌，善于处理各种事情，秘密保护家主大人的利益。,"托马,偷懒，放飞自我
托马,放飞自我，偷懒",0.5470953583717346,0.5343391299247742,0.5406420230865479,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者来自哪个国家?,流浪者来自须弥,流浪者来自须弥,1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪奥娜的性格特点是啥?,努力破坏酒业，「酒业杀手」,"迪奥娜,守护者，深知自己的美貌与傲物",0.5735447406768799,0.6017893552780151,0.5873276591300964,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
米卡先生是什么性别？,米卡是男性,"米卡是男性
米卡,潇洒浪漫，奇特的研究机构「米卡研究」的负责人",0.5772014856338501,0.8552199602127075,0.6892304420471191,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝的元素是什么?,风元素,坎蒂丝是风元素,0.699702262878418,0.9229989647865295,0.7959869503974915,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
丽莎是男孩还是女孩？,丽莎是女性,丽莎，女性,0.9137946963310242,0.9137946963310242,0.9137946963310242,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"莱欧斯利先生,是什么性别呢?",莱欧斯利是男性,莱欧斯利是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
班尼特的性格特点是啥?,即使霉运缠身，已然乐观，向往冒险,"班尼特,大草帽，七人队的队长，拥有领袖力，信任他人",0.5619069337844849,0.5635424852371216,0.5627235174179077,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
钟离先生来自什么国家?,钟离来自璃月,钟离来自璃月,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问诺艾尔的性格特点是什么?","诺艾尔,可靠，为成为合格的骑士努力","诺艾尔,可靠，为成为合格的骑士努力",0.9999999403953552,0.9999999403953552,0.9999999403953552,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
柯莱会用哪种元素?,草元素,柯莱使用草元素,0.7037183046340942,0.8896355032920837,0.7858302593231201,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
坎蒂丝是男人还是女人？,坎蒂丝是女性,坎蒂丝是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珊瑚宫心海女士来自哪个国家?,珊瑚宫心海来自稻妻,珊瑚宫心海来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
温迪是什么身份?,温迪是吟游诗人，风神,温迪是吟游诗人，酒鬼,0.9144067764282227,0.9140768051147461,0.9142417311668396,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问罗莎莉亚的性格特点是什么?","罗莎莉亚,独来独往，单独行动","罗莎莉亚,独来独往，单独行动",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
安柏女士的职业是什么?,安柏是西风骑士团侦察骑士,安柏是西风骑士团侦察骑士,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问纳西妲女士有什么性格特点呢?","纳西妲,宁静、明智、智慧、纯净","纳西妲,宁静、明智、智慧、纯净",1.0000001192092896,1.0000001192092896,1.0000001192092896,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
甘雨的工作是什么?,甘雨是玉京台、月海亭秘书,甘雨是玉京台、月海亭秘书,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
枫原万叶先生是属于哪个国家的?,枫原万叶来自稻妻,枫原万叶来自稻妻,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
珐露珊是男孩还是女孩？,珐露珊是女性,珐露珊是女性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问芙宁娜女士使用哪种元素?",水元素,芙宁娜使用水元素,0.6652446985244751,0.85496985912323,0.7482682466506958,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
菲米尼先生能控制什么元素力?,水元素,"菲米尼控制水元素
菲米尼,水元素",0.6399038434028625,0.8341430425643921,0.7242256999015808,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问绮良良女士的性格特点是什么?","绮良良,活泼可爱的猫耳少女","绮良良,活泼可爱的猫耳少女",1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
烟绯什么元素?,火元素,"烟绯,元素火",0.6987937688827515,0.7718753218650818,0.7335187792778015,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者先生能控制什么元素力?,风元素,流浪者控制风元素,0.6909396648406982,0.8838493824005127,0.7755789160728455,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
胡桃是男性还是女性？,胡桃是女性,胡桃是女性,0.9999998807907104,0.9999998807907104,0.9999998807907104,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
流浪者是男性还是女性？,流浪者是男性,流浪者是男性,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
"你好,请问艾尔海森先生使用哪种元素?",草元素,草元素,1,1,1,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
迪希雅女士的元素是什么?,火元素,"迪希雅,一本正经地研究炼金术",0.48701804876327515,0.5716080069541931,0.5259333848953247,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
胡桃女士是属于哪个国家的?,胡桃来自璃月,璃月,0.8276073932647705,0.6011935472488403,0.6964612007141113,bert-base-chinese_L8_no-idf_version=0.3.12(hug_trans=4.46.3)
